label,time,date,query,username,text
0,2260824591,Sat Jun 20 19:49:52 PDT 2009,NO_QUERY,thecoard,My heart hurts  #trackle
4,1469675677,Tue Apr 07 07:05:23 PDT 2009,NO_QUERY,Thatgirl1965,At the office....working. 
4,1961833176,Fri May 29 10:06:44 PDT 2009,NO_QUERY,jody_marie2009,chillin. got my nose pierced a couple days ago  takl to me!
0,2195262963,Tue Jun 16 10:53:55 PDT 2009,NO_QUERY,kaushikn,100$ for the German book  Why are books so expensive here?
0,2051136827,Fri Jun 05 19:55:50 PDT 2009,NO_QUERY,AmRi_N,is working the weekend away 
4,1995061857,Mon Jun 01 12:53:22 PDT 2009,NO_QUERY,raymondpirouz,"@rotkapchen The fact of the matter, though, is that dinosaurs still roam &amp; wishing them away isn't working.    Must interface &amp; influence"
0,1995741138,Mon Jun 01 13:58:30 PDT 2009,NO_QUERY,Fonzie954,Am I watching the real French Open? What's wrong with Federer? 
4,2058553347,Sat Jun 06 15:10:09 PDT 2009,NO_QUERY,lucy0916,@amber893 yer they go on sale friday at 9 am  defo sit together xx
4,1754448586,Sun May 10 06:18:30 PDT 2009,NO_QUERY,geniestjean,Happy Mother's Day all! Our mommas are amazing..go let them know how much! 
0,1687495777,Sun May 03 08:51:01 PDT 2009,NO_QUERY,grneyedgoddess,@hollywoodintern I won't b @ my church 4 the next 3 Sundays 
4,1989713795,Mon Jun 01 02:32:43 PDT 2009,NO_QUERY,SquiggleMum,@littlelottiell Thanks for your encouragement and for following my blog!  Much appreciated 
0,2218111757,Wed Jun 17 21:54:40 PDT 2009,NO_QUERY,brittanydailey,@patpreezy 500 
0,2247858717,Fri Jun 19 19:44:01 PDT 2009,NO_QUERY,mizamy85,@_CrC_ you game my sister ( @darla_r ) a twug and not ME!!!  Not Fair! 
0,1986852582,Sun May 31 19:24:35 PDT 2009,NO_QUERY,MrsHmm,"@jennifer_celia I'm sad, didn't pump me up  though can anything live up to the hype?"
0,2230607669,Thu Jun 18 17:21:08 PDT 2009,NO_QUERY,Sonadora,@winerazzo We do too...haven't been in forever though 
4,1980927065,Sun May 31 08:00:54 PDT 2009,NO_QUERY,fayee_x,revenge is sweeter   &lt;&lt;&lt; loovvee that song obsessed atm 
0,1833821226,Mon May 18 00:34:38 PDT 2009,NO_QUERY,pamo12,had to restart her mac after 62d 
4,2061848441,Sat Jun 06 21:45:12 PDT 2009,NO_QUERY,StashMagArleezy,Alright just got a round of patron for everyone so the party officially begins now. I better stop tweeting 
4,2014057309,Wed Jun 03 00:20:08 PDT 2009,NO_QUERY,lyka_m,maybe she had too much coffee was tryin' to answer her questions and she still blew up?hmm.tsk tsk. no coffee for you aymore my friend 
0,2266868418,Sun Jun 21 09:14:02 PDT 2009,NO_QUERY,xtak3meawayx3x,i miss you 
4,1963003821,Fri May 29 12:03:24 PDT 2009,NO_QUERY,garyalanmiller,"@dawnbugni Really? Neato.  Domestic or otherwise?  Never heard of a possum farm, and I grew up in East Tenn.  "
0,1880763927,Fri May 22 02:25:05 PDT 2009,NO_QUERY,jaijai_10,sumtimes. it's better not to say sumthing bcuz it hurts. just as when i'm hurt bcuz i expect a lot especially when sumone promises to me. 
4,1750966371,Sat May 09 18:20:54 PDT 2009,NO_QUERY,WestCoastGal88,@smokinace88 - Last night was the best one so far I think. Except we didn't see him throw his equipment at the car 
0,1956925274,Thu May 28 23:02:42 PDT 2009,NO_QUERY,TheShoeGirl,"NEver thought I'd see the day, but I am SO SICK OF DRAWING SHOES!!!!! "
4,2179514973,Mon Jun 15 09:12:31 PDT 2009,NO_QUERY,aura83,"and if we'll cry sometimes.. Well, we'll help the global warming to make oceans bigger..but its a 'we' thats all i need to believe in. "
0,1836009793,Mon May 18 07:11:45 PDT 2009,NO_QUERY,amjolst,"I really, really don't want to leave him and go to work. "
0,2050718888,Fri Jun 05 19:10:18 PDT 2009,NO_QUERY,vwayner,@sarahmacdonald sadly it's a show i don't have tickets to  guess i can't go to every concert
0,2191313529,Tue Jun 16 05:00:36 PDT 2009,NO_QUERY,spoilt_babikinz,is craving a social like st brigids right noww... too bad were @ USA on the mazenod one!!!!! 
4,2008430150,Tue Jun 02 14:07:10 PDT 2009,NO_QUERY,philbridler,@josi101 You remembered Green Day on Conan. Thought others would like to be reminded as well 
4,1564398915,Mon Apr 20 03:18:08 PDT 2009,NO_QUERY,Flitschbirne,Never thought I would do that: Bought a XBox360 Elite after I borought another XBox360 for one week from a friend. Enjoying Fable2 a lot 
4,2000381955,Mon Jun 01 21:59:50 PDT 2009,NO_QUERY,pdiem,"Anyway, have to be more strictly to myself "
4,2048660660,Fri Jun 05 15:33:51 PDT 2009,NO_QUERY,Peacebaby76,I'm cutting up strawberries for strawberry shortcake 
4,2184648623,Mon Jun 15 16:12:56 PDT 2009,NO_QUERY,lovelystoner,Out with abby 
0,1996119437,Mon Jun 01 14:33:51 PDT 2009,NO_QUERY,SteveAndrews,"@chrislove I've been to the helicopter museum before, but their cockpit sim sux "
0,1979145062,Sun May 31 01:49:16 PDT 2009,NO_QUERY,pfrankk,"Because if falling for you is crazy, then im going out of my mind. "
0,2063414822,Sun Jun 07 02:33:49 PDT 2009,NO_QUERY,torierskine,That 'Compare the Meerkat' ad is well funny ;D Haven't seen 'Bring on the trumpets' in a while though..  &quot;HAHAHA! TRUMPETS!&quot; Legend ;)
4,2000816664,Mon Jun 01 23:02:30 PDT 2009,NO_QUERY,amandalynncee,@tiffanytcheng i'm a pulliam in the features dept at the republic this summer! 
4,1999394283,Mon Jun 01 20:08:31 PDT 2009,NO_QUERY,suzysak,@crystalchappell ya think? Like anyone could say no to those eyes of yours... 
4,2182861389,Mon Jun 15 13:43:57 PDT 2009,NO_QUERY,livelovemodel15,@PaulaFanx13 Lol..Thanks  Glad you like it 
4,1676454435,Fri May 01 22:05:35 PDT 2009,NO_QUERY,mabelcayanan,Just woke up from a nap! I had a long day. Now I'm heading to Ramon's Birthday party.  I'm getting lazy so I'm just gonna stop by.
0,2204228273,Wed Jun 17 01:39:43 PDT 2009,NO_QUERY,essenceshamari,Goodnight Twitter Land People ! ES is taking it in! (sniffing sadly)  until next time! yall hold it down...MUAH ! Sleep Tight
4,2063244257,Sun Jun 07 01:54:03 PDT 2009,NO_QUERY,LMTSK,@ZaronX I am much the 'OH WHAT THE' with my bad LP self 
0,1565721558,Mon Apr 20 07:24:33 PDT 2009,NO_QUERY,hannahbeth1990,"why cant i just have him *sigh*  maybe things would be ok?, cleaning up time i think give me time to think things over."
4,2015302939,Wed Jun 03 04:17:40 PDT 2009,NO_QUERY,mjbps,Awesome group  http://bit.ly/9Z8lU Repost this tweet for me Please!!!;
4,1997675991,Mon Jun 01 17:15:50 PDT 2009,NO_QUERY,electra126,"@invalid_reality Will do  I just hope youtube doesn't yank this 1 like they did my last 1, the fuckers! lol I think this band is safe tho"
0,1933227733,Tue May 26 23:20:04 PDT 2009,NO_QUERY,iCONtips,#unfollowdiddy cause FAITH apparently lost all hers cause of him. 
0,2182722166,Mon Jun 15 13:32:55 PDT 2009,NO_QUERY,pkid777,@dmlover76  Lease up?
4,1980843567,Sun May 31 07:48:54 PDT 2009,NO_QUERY,rawritsmckenna,is excited to start the day! 
4,1753401579,Sun May 10 01:27:37 PDT 2009,NO_QUERY,aria42,"@curioustwibbit Makes sense, I'd totally show off a girlfriend by asking her to wear her high school prom dress "
0,1677953888,Sat May 02 04:50:42 PDT 2009,NO_QUERY,sweetseryn,"@levO11 I went and seen Wolverine....I got be honest, I wasn't all that impressed....I thought it was kinda slow/boring!  IMHO!  "
4,1990155939,Mon Jun 01 04:03:09 PDT 2009,NO_QUERY,ashhhftw,"k home. exam went really well, probably the easiest i've had so far "
4,2176374684,Mon Jun 15 03:42:04 PDT 2009,NO_QUERY,yaserbuntu,"@ecleel Well, &quot;Better to remain silent and be thought a fool than to speak out and remove all doubt.&quot; - Abraham Lincoln. "
0,2226413010,Thu Jun 18 11:55:26 PDT 2009,NO_QUERY,nDub_E_u,@emilylaura7 I gotta work all day 
0,1824542614,Sun May 17 01:50:18 PDT 2009,NO_QUERY,Nigel_Derbyfan,Im feeling full of cold and no one to talk to 
4,2179130960,Mon Jun 15 08:41:13 PDT 2009,NO_QUERY,Jazzy813,@mikemitch05 me too! and doesnt she look great? i jus hope the show isnt a flop cuz this could be powerful for young black women 
0,2228485064,Thu Jun 18 14:29:59 PDT 2009,NO_QUERY,jaanne,I want the white Iphone 3g S 
4,1830578311,Sun May 17 17:08:20 PDT 2009,NO_QUERY,b_pie,Took a nice nap 
0,1993082141,Mon Jun 01 09:48:09 PDT 2009,NO_QUERY,sbsbea,@Jhotvedt It isn't online. 
0,1555843737,Sat Apr 18 20:51:23 PDT 2009,NO_QUERY,syera007,aching all over &amp; school starts tmr 
0,1559096214,Sun Apr 19 10:14:53 PDT 2009,NO_QUERY,keshthabarbie,Mannn I wish I was in LA right now so I could go to jack in the box n get me a strawberry mango smoothie.. 
4,1558507295,Sun Apr 19 08:35:14 PDT 2009,NO_QUERY,jenahuber,yes! the littlest houseguest is going home today. its already turning out to be a great day 
0,2207248391,Wed Jun 17 07:41:04 PDT 2009,NO_QUERY,Rico_Montega,@_ashleysays  ur right.
4,1823713345,Sat May 16 22:45:18 PDT 2009,NO_QUERY,traedre,@famous38 yep but the update did not work on my mac... maybe i should not reboot my router while downloading 
4,2063692694,Sun Jun 07 03:42:02 PDT 2009,NO_QUERY,elizastokesh,"Daniel is jealous of my camera, "
0,2240257537,Fri Jun 19 09:31:45 PDT 2009,NO_QUERY,b3cca_lynn,@va1d1v1a i want #Bose headphones. 
0,2302515291,Tue Jun 23 16:55:10 PDT 2009,NO_QUERY,iamnatural84,I am having hot flashes at my desk.  Not what's good in the hood.
0,2065139659,Sun Jun 07 07:58:53 PDT 2009,NO_QUERY,aishlinnp,Smothering with a cold! 
0,2174862219,Sun Jun 14 23:29:35 PDT 2009,NO_QUERY,heyisabelle_,"dinner and that carrot cake was really good. i rubbed my eye, its sore "
4,2039671604,Thu Jun 04 22:31:10 PDT 2009,NO_QUERY,yoshi831,@YoungQ get some rest. The blockdreamers aren't going anywhere. Sleep well.  
0,2203425004,Tue Jun 16 23:42:41 PDT 2009,NO_QUERY,tw_gsfn,Activity made on: DM and Fav buttons disapeared from my twitter page  http://tinyurl.com/mw63rg
4,2175771516,Mon Jun 15 01:57:18 PDT 2009,NO_QUERY,blacktar,What we all have been waiting for; a #C64 twitter client!  http://tinyurl.com/m9d35u
0,1678053804,Sat May 02 05:17:39 PDT 2009,NO_QUERY,MissNixs,The Toddler has decimated my tiny baby tomato plants. 
0,2296429225,Tue Jun 23 09:10:20 PDT 2009,NO_QUERY,MeiSun13,@mozzer0906 It's very stressful 
4,1972471731,Sat May 30 09:17:21 PDT 2009,NO_QUERY,thyroxine101,Well done boys  that's the double in the bag! Might have some nachos to celebrate :p hehe
4,2188971441,Mon Jun 15 22:57:37 PDT 2009,NO_QUERY,EricBalfourFans,"@Kmwapniarski What, where, when...Can you give us an inside scoop please?  Thanks."
4,2052346572,Sat Jun 06 00:25:29 PDT 2009,NO_QUERY,albinism,@kidchemical  You are albino of the year?  
0,2297089250,Tue Jun 23 10:00:47 PDT 2009,NO_QUERY,louiseeeeeeee,"god, my followers are falling by the minute. what did i do wrongg  ahahaa."
4,1550685045,Sat Apr 18 06:56:30 PDT 2009,NO_QUERY,Achmahim,@ubuntugeeks why not? This Acer is running fine 
0,2039826403,Thu Jun 04 22:54:27 PDT 2009,NO_QUERY,tpietruszynski,@Woth2982 LOL. Did twitter go down at all?  There is like a two hour gap and no show info. 
4,2051472473,Fri Jun 05 22:06:47 PDT 2009,NO_QUERY,snazzproof,@RedBullGurl oooh sexy...  I love the Dodgers...
0,1982697735,Sun May 31 11:43:30 PDT 2009,NO_QUERY,EmmzGx,School 2Morrow  3 Hard Weeks Ahead Of Mee 
4,1573347512,Tue Apr 21 00:45:34 PDT 2009,NO_QUERY,kayasmith,mr has said i can get a new laptop wooo hoooo 
4,1982770789,Sun May 31 11:52:09 PDT 2009,NO_QUERY,claregeehan,I got holiday clothes  but i have no shoes :/
0,1999234825,Mon Jun 01 19:52:17 PDT 2009,NO_QUERY,SOULPITCHDIVA,I have been decieved for all these years HIP HOP NEVER LOVED ME  *** who has tissues****
4,1989142279,Mon Jun 01 00:29:13 PDT 2009,NO_QUERY,strawberrymeowz,@jack0 I knowwww.. finally!  i'm back.
4,1686059111,Sun May 03 03:32:25 PDT 2009,NO_QUERY,wendywings,"@MoBostock we had a fantastic time too, see you again on Thursday ! "
4,2069192900,Sun Jun 07 15:25:53 PDT 2009,NO_QUERY,Michaelaax,@sophiemcflyx gooodnight stinky  x
0,2191980134,Tue Jun 16 06:18:20 PDT 2009,NO_QUERY,battra13,@ChrisAgne I really want that Oatmeal cream pie.   Are you getting the tizzles from my bizzle?
0,2061129875,Sat Jun 06 20:14:18 PDT 2009,NO_QUERY,seanubis,"the cashier forgot to ring up my wine... worse, she forgot to bag it "
0,1558066574,Sun Apr 19 07:08:29 PDT 2009,NO_QUERY,naynerz89,@Tonesteruk omg DONT curse it!!!!! MINNESOTA sucks cause it can snow like in any month 
4,2052171870,Fri Jun 05 23:52:50 PDT 2009,NO_QUERY,stillblog,guten morgen peeps 
4,2189180853,Mon Jun 15 23:25:44 PDT 2009,NO_QUERY,hintswen,"@colbsi you changer your avatar recently, didn't you? "
0,2004689485,Tue Jun 02 08:35:26 PDT 2009,NO_QUERY,smcastillo,I wish jon and kate were back to normal! the new eppys are so sad 
4,2014683595,Wed Jun 03 02:20:31 PDT 2009,NO_QUERY,Jamash,just got home and took a 10 min cat nap ;)  will be leaving for @rabiagarib  at 4  
4,2057136647,Sat Jun 06 12:26:27 PDT 2009,NO_QUERY,staticshuffleoz,"@KalebNation Ah, you have so much influence. I hope she can get some more attention because of you. She deserves it. Great song. "
4,2001279704,Tue Jun 02 00:22:40 PDT 2009,NO_QUERY,beldarawr,ice cream 
4,2188029672,Mon Jun 15 21:11:07 PDT 2009,NO_QUERY,Jasmine_Tafoya,@alex_mauricio I bet so!  Tell Amara Jasmine said HI!  What are you going to get at wendys? LOL!
0,1833803295,Mon May 18 00:30:53 PDT 2009,NO_QUERY,Drummahqueen,or they were just speaking to my friend loudly right next to me. not even a 'hi' for me 
4,2039896553,Thu Jun 04 23:05:12 PDT 2009,NO_QUERY,businessmandan,"hi, im dan and i tweet at 2am "
0,2254250460,Sat Jun 20 09:27:36 PDT 2009,NO_QUERY,StephanieFierce,@purplepleather Ugh! - You poor thing! 
0,1981078452,Sun May 31 08:21:59 PDT 2009,NO_QUERY,sassij,getting over the worse bug I have ever had in all my life...still on dry toast and water only 
0,2216790764,Wed Jun 17 19:58:28 PDT 2009,NO_QUERY,krisshuntx3,@sicknastyemily aww thanks! But i think i have work that day. Or visiting college  blehh haha
4,2039805430,Thu Jun 04 22:51:10 PDT 2009,NO_QUERY,evelynbanu,"Haha, sleepy time now "
0,2235284394,Fri Jun 19 00:51:12 PDT 2009,NO_QUERY,alvin_lai,@NadiaDaeng I'd rather not eat ur shorts...dun wanna catch anything 
0,2257562888,Sat Jun 20 14:32:06 PDT 2009,NO_QUERY,funinthesun832,"soccer is finished for today, international came by looking for a place to stay, sadly i didn't know anyone with a empty place "
0,2175156861,Mon Jun 15 00:13:51 PDT 2009,NO_QUERY,mistyleek,@gcelloboi Ew i dont want to go back either 
4,1468221125,Tue Apr 07 00:22:42 PDT 2009,NO_QUERY,wonderstee,"Umm. Did NOT see that one coming, lol ... "
4,2189209314,Mon Jun 15 23:29:48 PDT 2009,NO_QUERY,DulceyDillon,wOw.. had an awesome time at my parents house and Guess what? my grandbaby was there.. me so happy 
4,2189685119,Tue Jun 16 00:38:32 PDT 2009,NO_QUERY,KacyKay,It's all about gudde laune .... 
0,2208822504,Wed Jun 17 09:40:21 PDT 2009,NO_QUERY,MrGregCupcake,Frank is getting beat on by the callers.  
0,2208811134,Wed Jun 17 09:39:31 PDT 2009,NO_QUERY,MizzLanea,@misskia910 so im on the curb wit my 3 bags car seat n miss whites floatie.. Hurryyyyyyy!! O n &quot;king&quot; is mad @ me 
4,1974513885,Sat May 30 13:17:15 PDT 2009,NO_QUERY,modamouth,"Without guilt, I'm ready to attack phillipes express after 2 days of delay... "
4,2189309764,Mon Jun 15 23:44:20 PDT 2009,NO_QUERY,alexabimanyu,"@DimesandNiks Pandawa, Kurawa  easy to pronounce ;)"
4,1981821126,Sun May 31 09:57:43 PDT 2009,NO_QUERY,iowahawkeyes,"@Spiewak no, that would be sensory overload.   every game gets watched, though.  better to watch from diff #hawkeye bars with the faithful"
0,1998044485,Mon Jun 01 17:53:57 PDT 2009,NO_QUERY,artsyYali,Is sick and has a runny nose. 
0,2321891265,Wed Jun 24 21:43:28 PDT 2009,NO_QUERY,jsams214,"wipeout=hillarious, to bad you have to live in cali to go on it. "
0,2288162633,Mon Jun 22 18:48:08 PDT 2009,NO_QUERY,arlton,No power.    It's hot &amp; dark.  http://yfrog.com/0v7ysj
4,1565467908,Mon Apr 20 06:49:45 PDT 2009,NO_QUERY,keios,@BattlefieldHQ  1.16GB?? Seems like you fixed a lot 
0,2217254469,Wed Jun 17 20:36:31 PDT 2009,NO_QUERY,TatorTwit,Sad to see Billy Joel and Katie getting divorced!  Artie Lange is Banned from HBO Sports? Funny!
4,2001867299,Tue Jun 02 02:20:58 PDT 2009,NO_QUERY,steviefrancis,freedom freedom freedom 
4,2046868411,Fri Jun 05 12:48:38 PDT 2009,NO_QUERY,TheRealDJames,@trent_reznor Hey Trent I thought Gunther was on your European Tour  lol  http://bit.ly/11A4uc
0,2325769764,Thu Jun 25 06:02:04 PDT 2009,NO_QUERY,csellmybelle,I don't think it matters how much I drink...my body can't handle booze on a school night 
4,1961248686,Fri May 29 09:12:36 PDT 2009,NO_QUERY,deangratton,A closed mouth gathers no foot 
0,2222275632,Thu Jun 18 06:45:12 PDT 2009,NO_QUERY,ConnieLeena,"heyyyy, i'm bored, too  (I'm at work tho haha prob plenty to do!) @JeffreyC123"
4,1971439301,Sat May 30 07:06:52 PDT 2009,NO_QUERY,tsarnick,.@Boddingtons oh yay!! how's your saturday going?? 
4,2055460069,Sat Jun 06 09:21:23 PDT 2009,NO_QUERY,writermomof5,Love chatting with friends over coffee.  Thanks @CrystalPosey @mizwrite I'm off to face this half-over morning!
0,2247208159,Fri Jun 19 18:45:07 PDT 2009,NO_QUERY,erin_welch,Wishes she got pixie dust tomorrow instead of jewels. 
4,1557859699,Sun Apr 19 06:19:25 PDT 2009,NO_QUERY,ttaasshhaa,@ameym21 of corse biffles 
0,1972410766,Sat May 30 09:10:24 PDT 2009,NO_QUERY,johnkennick,I just love waking up at 8:00am to go swim for two hours at tri-c..on saturday. 
0,2062302443,Sat Jun 06 22:51:22 PDT 2009,NO_QUERY,codymolly4,i dropped me phone in the toliett...dont ask how! but now its brokenn... ahhhh no new phone for months 
4,2013497589,Tue Jun 02 22:49:21 PDT 2009,NO_QUERY,iamkristel,@LeMarianne ok thanks..I added fiona  
0,2298205259,Tue Jun 23 11:23:14 PDT 2009,NO_QUERY,ali360,@DjFlush why not in khi 
